# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = test_with_prior_model
# start_datetime = 2026-03-26 07:02:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 807198272 (Default)
# output
#   file = prior_results.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 8
# stanc_version = stanc3 v2.37.0
# stancflags = 
lp__,accept_stat__,mu,kappa,theta.1,theta.2,theta.3,mu_prior,kappa_prior,theta_prior.1,theta_prior.2,theta_prior.3,y_prior.1,y_prior.2,y_prior.3
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.38695777,15.396351,0.30479178,0.50494858,0.45870996,80,260,274
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.14409424,17.796658,0.20636661,0.26602029,0.099265567,58,143,47
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19412164,5.039054,0.12975656,0.25483873,0.03179564,35,118,13
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35128566,2.0871563,0.10785708,0.39225436,0.31955744,36,194,193
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1763982,5.2146816,0.37208433,0.062342927,0.14545528,100,26,86
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20376015,26.023625,0.14204242,0.29407643,0.10625292,48,134,62
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.09091149,2.2352392,0.18341249,0.013073473,3.1110711e-07,53,5,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21890122,5.454801,0.21156826,0.21605632,0.55288302,60,111,302
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.089030127,8.2827201,0.20805054,0.059400922,0.0078708614,59,25,6
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.53339782,5.8436758,0.30372019,0.45625486,0.69075124,101,242,393
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.089898316,81.021895,0.071942737,0.11993349,0.16270992,27,64,97
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17541628,38.130111,0.25379461,0.12257605,0.2400851,80,59,142
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35982929,1.4821557,0.64338389,0.00034632601,0.90879905,212,2,533
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25735126,11.759263,0.24830678,0.31991358,0.35711535,91,143,198
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.30091934,2.1355314,0.072372364,0.24769871,0.59528453,23,126,342
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.2223044,2.6798219,0.31298182,0.11057062,0.0037586825,94,48,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.16138446,7.3923803,0.044024627,0.089582458,0.17224285,21,52,98
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.040056334,6.268118,0.021987409,0.0014602836,0.079047437,8,2,38
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17360073,6.1300466,0.10611838,0.13783939,0.040179434,45,79,22
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22035024,3.9770705,0.13331844,0.011928471,0.24490728,37,3,146
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.31265566,14.014267,0.37182112,0.19482234,0.1985666,133,92,102
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10914545,9.5770597,0.092197021,0.039308597,0.057921912,29,16,49
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.017023685,23.880529,0.00033394707,0.00017627279,0.014906513,0,0,10
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11750777,37.698649,0.078317172,0.042040724,0.058859806,27,24,35
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.052128934,8.1835463,0.13379929,0.035337872,0.21886748,41,16,145
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.121639,1.0011811,0.0010945021,0.0013949837,0.55412725,1,0,325
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.42882376,0.026067096,2.3741456e-33,1,1.2470339e-67,0,497,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20154786,5.5219136,0.27965955,0.27237683,0.078328032,95,126,48
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.24351141,4.4617533,0.074429077,0.51051269,0.39420166,28,250,229
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.3847481,3.498373,0.1193266,0.46442924,0.15690478,35,249,87
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.075887836,2.1228261,3.0836954e-05,1.9109613e-10,0.029945269,0,0,19
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.34381097,3.3430937,0.41394386,0.019071939,0.11091526,138,14,65
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10224673,9.7340133,0.21667597,0.051614937,0.076638086,64,35,52
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.14812043,3.8607651,0.20590067,0.13274549,0.085867774,59,61,51
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17748215,11.507926,0.20260228,0.081975289,0.060907041,65,42,28
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.16874098,4.210488,0.21074104,0.51507023,0.12855056,50,239,85
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35480617,3.9070064,0.71779405,0.3496141,0.62732668,231,161,368
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.54097113,5.186206,0.41824248,0.44917621,0.75842789,153,199,435
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.12141462,0.1599472,0.67904442,5.0779808e-62,8.7156587e-27,216,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.08683329,4.569976,0.017002972,0.18753907,0.19592555,8,96,102
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.45894616,9.0113031,0.51524134,0.4009467,0.4401483,169,198,250
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.4574149,8.0687786,0.32847691,0.26322067,0.43474541,99,136,281
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18544084,5.2806526,0.017854175,0.0050336835,0.2837839,5,2,135
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20243036,4.2381152,0.0084170357,0.060316267,0.29865204,1,24,177
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29217606,4.7542636,0.059427636,0.62083581,0.14848299,18,290,78
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25564428,20.932855,0.20515123,0.1530972,0.22270212,66,73,137
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.3756385,15.156176,0.40639227,0.40950218,0.45367111,135,192,271
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.41389167,4.7836645,0.31363761,0.19216092,0.077445208,113,98,35
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1210531,1.30022,1.0735549e-11,0.48479968,0.0018662225,0,231,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.12045259,0.0021550117,6.1499701e-260,0,0,0,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13100361,20.993796,0.11839238,0.040551371,0.052450751,36,19,30
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17162518,2.0544793,0.04418829,0.10477859,0.21548524,16,54,117
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20052989,10.184196,0.12394015,0.32991878,0.17509027,31,159,96
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.26045812,0.6161897,0.00013842781,0.47116406,0.53319195,0,230,317
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.093131383,7.4695904,0.018922566,0.01944012,0.035585959,4,11,26
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.28355112,17.149772,0.58906646,0.18642034,0.38273849,183,92,204
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.14666234,1.2777929,0.23396592,0.10889659,0.17171851,59,52,99
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.28609086,69.37706,0.31736466,0.25894821,0.23675512,90,128,127
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11050106,17.338209,0.067103722,0.14953554,0.22453358,22,81,120
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.055242147,12.652196,0.030176415,0.044004587,0.45354099,14,22,261
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20636051,9.2408164,0.085966661,0.21319238,0.12226775,32,105,67
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11095151,0.46286484,0.11510003,1.9916666e-26,1.9621462e-16,38,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25224009,4.0490977,0.38879417,0.49659555,0.41483246,111,234,235
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.057178891,9.6876058,0.058487545,0.067060674,0.073972746,14,35,64
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21777654,1.7549322,0.28089782,0.016544485,0.012415446,100,6,7
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.071692301,10.633319,0.092168771,0.007977815,0.048715608,32,3,34
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.30189694,24.97493,0.20403533,0.2636724,0.19453474,59,126,121
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13941063,2.5108187,0.0013491392,0.0038794036,0.041003953,2,1,24
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.23263197,16.468621,0.16201091,0.20099999,0.35616943,53,97,223
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29367134,6.4698483,0.44576876,0.33313687,0.52503599,147,162,320
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.028531331,24.73722,0.01630554,0.030706508,0.00051842573,4,14,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.36358955,9.3541021,0.16477707,0.46388551,0.62102663,55,244,371
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.16064749,7.3919329,0.0046498864,0.63122358,0.038542615,0,308,25
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.027913736,48.706868,0.026652953,0.018569622,0.011454552,6,7,9
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.174438,14.360904,0.082221996,0.41597392,0.37914801,26,203,211
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.40258842,1.8940836,0.44690656,0.58670786,0.78659049,147,295,465
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22550784,0.27756493,0.40395031,0.56254655,1.4619981e-05,118,291,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.082066113,8.372411,7.9725302e-05,0.072462842,0.0015156288,0,29,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21827937,11.137779,0.4335895,0.19385428,0.056504056,132,99,35
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15570501,1.3590582,0.038196045,2.580827e-06,0.1665408,13,0,98
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21002828,3.4296296,0.090002754,0.10023027,0.08153561,28,40,53
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.52554734,32.202929,0.72544755,0.52192316,0.61954739,227,261,364
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22360433,50.799327,0.34781776,0.32738539,0.19247905,106,158,118
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11790253,11.696318,0.07918783,0.11177219,0.15770781,22,43,89
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.017914291,5.8265865,0.0024494431,0.090389465,1.3323664e-08,2,55,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21154479,12.381496,0.02781514,0.2665926,0.23487381,13,127,140
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.27566537,11.1873,0.28565644,0.40192405,0.037410837,88,194,14
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10439026,16.236123,0.132889,0.1642675,0.26845227,34,88,157
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.27613799,4.2405735,0.40082027,0.1293611,0.12013699,124,72,68
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21709409,6.4974417,0.41806775,0.033586322,0.2912995,126,20,194
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19850509,0.84542256,0.00051220955,0.166892,0.25500982,0,73,155
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.12044908,5.9336701,0.22179473,0.003019136,0.26194242,79,1,155
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11592123,19.551999,0.16052581,0.18072918,0.18939344,43,95,111
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.062813798,0.20037413,1.0738711e-51,0.04983775,0.99995975,0,26,584
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29133397,1.9848275,0.00020927814,0.21881036,0.082161356,0,97,31
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.055575601,6.2832578,0.0044441747,0.021871159,0.15044154,3,10,89
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13098946,3.4466949,0.59180267,0.15468073,0.11321708,186,72,65
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.043958755,4.727452,0.084250878,0.032708153,0.066674248,30,17,34
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35907831,15.665821,0.19020877,0.24716134,0.31296788,66,129,176
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15382733,0.04653646,2.4669125e-183,1.9441978e-54,1.5217909e-16,0,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.073085721,6.0590773,0.071828162,0.013603959,0.14463041,17,8,76
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22512592,3.1402986,0.24300432,0.049229378,0.0066589082,73,31,2
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.26666843,1.5525196,0.55894794,0.14779505,0.5027302,163,60,277
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.31813448,8.8755751,0.1106813,0.093682307,0.24581245,31,50,149
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.050090687,8.5661714,0.035672565,0.012539439,0.060039863,13,7,27
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.067451463,7.5221948,0.21748023,0.0576056,0.001310617,76,27,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.078471765,13.090993,0.026815908,0.05584621,0.019479335,9,22,10
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1925738,6.565678,0.024201032,0.39166472,0.25428305,4,199,148
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.073722753,5.6923925,0.0010212732,0.0017486172,0.086973427,0,2,58
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22700321,9.6929264,0.10978773,0.16883834,0.12871154,32,80,78
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13397316,0.97793171,0.076515597,2.4530555e-06,0.022208508,25,0,9
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.3457739,7.4290504,0.17708072,0.3522871,0.064936756,65,173,50
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10664819,0.42062942,0.0026790679,0.78856341,0.9962895,1,405,583
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11288131,8.0577076,0.047014252,0.0046557959,0.023900164,11,0,9
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.029071717,12.118358,0.0043291681,0.096383833,0.00086173904,1,42,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11005066,6.8478952,0.0032019273,0.0501831,0.040010789,0,21,23
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.28728736,4.7376048,0.14309029,0.33947595,0.19942092,46,176,120
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.41555684,6.5415195,0.81665137,0.3873602,0.73832717,249,200,417
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.047257283,1.8226774,5.2278981e-08,8.1906847e-09,0.00022178031,0,0,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.26069442,11.659622,0.15519893,0.35979103,0.13347815,56,169,69
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.027376188,4.5900862,4.0022603e-08,1.2679318e-21,0.044256218,0,0,29
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.36486421,19.180033,0.25501184,0.55436952,0.33263215,79,260,183
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.32787865,1.5521168,0.53528455,0.59005282,0.6523379,186,313,388
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.32636781,7.3336147,0.38176199,0.35257397,0.28373118,107,171,165
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20757822,23.928782,0.25111286,0.36773153,0.088034503,72,173,43
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.59005288,16.130315,0.74627277,0.52309155,0.5834292,240,267,337
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.27129568,4.5380762,0.56348584,0.27301389,0.036840309,170,125,20
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20695752,7.1119242,0.11876765,0.085670302,0.047597097,38,53,23
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22607453,1.0802303,0.17805558,2.2978926e-06,0.0094439592,57,0,4
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.31843875,1.355571,0.0017725837,0.063925925,0.074237414,0,33,45
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20476048,14.91252,0.12204933,0.19721673,0.15366364,41,103,93
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11141265,14.180693,0.072067854,0.010098658,0.20109244,29,2,135
